n12881518,北京再遇沙尘暴 网民：黄沙加雨水 像下泥
n13707560,【横河观点】封闭上海滩 军援进驻 社会清零？
n13707998,极端封城引民怨 上海连续3天处理8名官员
n13708000,上海婴幼隔离点 家长：逾半孩子没家长陪护
n13708042,【一线采访】上海千余人在工地隔离 现交叉感染
n13708167,大陆疫情多点爆发 上海人挨饿 群聊闹笑话
n13708309,【一线采访】居民敲盆呼救 长春烂尾楼设隔离
n13708361,上海封城乱象多 美发旅行警告 中共跳脚
n13708311,食物短缺加剧之际 上海加紧检测
n13708507,发请命书吁沪党官下台 季孝龙：很多小区失控
n13708544,网传视频：上海警察抓夫妻进方舱 妻以死抗争
n13708522,陈浩民妻吐槽上海封控生活：两斤菜花逾千元
n13708587,上海网红1根黄瓜吃两天 封城前后对比照惊人
n13708554,上海防疫乱象频发 市民被关入未完工方舱
n13708835,上海疫情延烧 传建方舱工人返回原地被拒收
n13709120,【拍案惊奇】浦东富人区闹粮荒 上海疫情传武汉
n13709080,【新闻大家谈】文革还原？中共抗疫为何运动化
n13709004,上海最大家用氧气企业停产 氧气供应告急
n13709242,大陆十余省高速部分关闭 货车司机被困 物流瘫痪
n13709312,母亲在沪医院失救病逝 郎咸平批中共防疫政策
n13709251,【一线采访】上海封控 外国公民处境艰难
n13709255,广州不让外地人进入 关闭中小学校
n13709427,封城防疫 饥饿与焦虑笼罩中国最繁华都市
n13709443,上海封控致物流停摆 恐影响圣诞商品供应
n13709358,上海翰城居委会集体辞职 学者：有官员反抗了
n13709408,网传视频：上海市委书记视察小区 遇市民呛声
n13709547,四川重庆遭暴雨冰雹袭击 安岳现13级狂风
n13709625,女作家控诉上海母亲遭威胁送方舱吓出心脏病
n13709717,上海一仓库凌晨发生火灾 延烧数小时
n13709482,美专家：中共强制清零 封城让民众付出代价
n13709680,上海公民吁当局拯救民生联署书 遭全网封杀
n13709780,北京公民：上海防疫过度 缺乏人性
n13709790,上海封控惨况日甚 书记辞职居委会罢工
n13709659,上海疫情肆虐 居民集体尖叫 写字楼改方舱
n13709855,上海封城 市民办网络厨艺大赛 馒头获第一
n13709879,民众叹防疫如文革 学者：北京欲树上海样板
n13709794,上海书记李强视察小区被怼 市民揭官方表演
n13710108,【一线采访】上海医疗系统崩溃 病患就医难
n13709983,上海冰柜销量翻倍 央视“勿囤货”宣传挨轰
n13710125,中共坚持“清零” 官员为保官帽数据造假
n13710135,广州连夜建方舱 学校停课 民众抢购物资
n13709961,网信高管韦桂国求救无门病逝 此前赞上海封控
n13710152,疫情封控加剧中国经济下行 清明假期消费惨淡
n13710162,中共“动态清零”管控网络舆论
n13710156,上海清零现连坐制：居民若拒转运 小区不解封
n13710222,东航空难是副驾驶自杀报复？民航局辟谣
n13710200,【一线采访】浦东一老人公寓 逾半人员染疫
n13710327,上海大建方舱医院 环境令人绝望
n13710345,民怨沸腾 上海举办抗疫晚会临时撤播
n13710425,中国称病毒来自韩国服装 韩官方表示不满
n13710446,中共医保局曝新冠疫苗支出逾1200亿元
n13710549,援建上海方舱逾50民工染疫 当局不闻不问
n13710600,长春市民“敲盆”抗议封控遭拘留 网民声援
n13710783,【一线采访】上海人抵制不人道防疫 官方恐吓
n13710872,上海多家医院暂停门诊 病人求助无门
n13710880,上海浦东居民领食物爆冲突 遭志愿者追打
n13710759,【一线采访】长春封城误春耕 农民返乡难
n13710914,中共调兵进上海 或致经济引擎熄火
n13709994,世卫称全球病例下降 官媒避谈 网民编冷笑话
n13709528,上海防疫涉高层内斗 习近平调兵进驻上海
n13710971,【财商天下】内部消息传出 上海封城或早有部署
n13710955,上海市民揭当局如何将阴性小区划为封控区
n13711002,清零政策下 中国人学会反着听宣传和自救
n13711153,传上海卫健委官员办公室自尽
n13711290,疫情恶化 赴上海运费涨三倍 无司机愿接单
n13711387,大秦铁路货运火车脱线 11车厢坠落桥下
n13711641,【一线采访】上海用中小学当方舱 居民抗议
n13711827,在华欧盟商会吁中共改变防疫政策
n13711567,【一线采访】上海养老院大量老人疫亡 当局隐瞒
n13711866,封城防疫 上海基层官员压力巨大
n13711875,东航坠机 马航骤降 亚太地区近期航空事故频发
n13711736,网传《上海人民的忍耐到了极限》阅读超千万
n13711853,采样医生曝光：很多市民在核酸检测中感染病毒
n13711830,上海确诊至今无死亡 分析：不符合医学规律
n13711880,战火纷飞 逃离乌克兰的中国留学生
n13711912,【财商天下】清零制造公路难民 车上吃住27天
n13711016,【一线采访】上海小区居民发SOS：快崩溃了
n13711948,上海封城 《琅琊榜》男星陈龙：好久没吃肉
n13712012,上海专家与媒体人批清零政策
n13712174,上海一医院被曝百余人染疫 医护向外求救
n13712102,【一线采访】上海征用公寓隔离 爆警民冲突
n13712182,山西太原一快递物流园阳性员工人数快速增长
n13712275,张文宏吁医院复工：其它病死者高于染疫死者
n13712491,上海人怒指封城是高层博弈 恐致经济衰退
n13712364,【一线采访】数千人同居一室 上海方舱乱象
n13712490,网传上海小提琴家跳楼亡 官称保障急诊 评论翻车
n13712586,中共官媒力挺清零政策 李克强与习近平不同调
n13712649,中共强制清零政策 砸翻大陆爱党名人
n13712444,3.7亿人被封控 中共清零政策重挫经济
n13712641,西安“临时社会面管控”冲上热搜 网友哀鸣
n13712648,高速路口因防疫被封 中国卡车司机受困回家难
n13712687,美国航空界在传：东航正副机长矛盾导致空难
n13712387,【名家专栏】中共疫情封锁模式的深度解析
n13712682,胡歌微博头像换成疫情行程卡绿码 网友热议
n13712545,上海刻骨铭心的血泪文章《上海逝者》被封杀
n13712695,上海封城下物价飙升 餐饮业者曝内情
n13712747,巫启贤爱女受困上海 叹食品短缺更难买卫生棉
n13712785,【一线采访】上海市民：解封无期 天天挨饿
n13712885,福建一加工厂突发大火 2000吨出口食品被烧
n13712910,上海心脏病和癌症患者被送往方舱 求助无门
n13712752,同济大学小区爆疫情 教职工发信求助引热议
n13713121,上海女子做核酸咽喉受伤 外出寻医遭警殴打
n13713003,【一线采访】上海确诊急增 感染者无人管
n13712777,【一线采访】乱象频发 上海物价飞涨威胁民生
n13713284,上海全面封城 全球供应链面临重大压力
n13713321,中共自曝清零目的：制度之争、国力之争
n13713245,“以后不通知 直接封城” 吉林内部文件曝光
n13713186,【十字路口】上海清零扛不住 党指挥疫情数据？
n13713356,“大学生如厕要预约”上海极端防疫酿恶果
n13713396,《新奴隶》火爆 上海歌手怒批极端防疫下的乱象
n13713390,上海市民指核酸检测方式荒唐 学者痛斥“昏官”
n13713504,【一线采访】上海民怨鼎沸 忍耐已到极限
n13713633,【一线采访】大庆防控一刀切 商户损失惨重 
n13713572,【一线采访】上海7万人企业爆大规模感染
n13713691,上海公民批当局运动式防疫
n13713910,西安再临时管控四天 民众：又来了
n13713918,内斗加剧 李克强另推防疫试点遭封杀
n13713967,上海千家超市恢复营业？央视新闻被指造假
n13713901,疫情多处爆发 太原封城 苏州郑州封控升级
n13714041,李强视察小区 超市货架被放满 市民喊缺粮被抓
n13714290,安徽芜湖因疫情半夜封城 市民连夜抢购物资
n13714395,【一线采访】上海现多个死亡病例 隔离者求救
n13714466,北京再增本土确诊病例 包括一对夫妻
n13714454,郑州金水区一游泳馆坍塌 12人死伤
n13714078,孙春兰谈上海疫情成果 评论区翻车
n13714437,网传日本驻上海总领馆缺粮 向社区求救
n13714532,孙春兰楼顶摆拍作秀 上海清零被指“掩耳盗零”
n13714802,工业总产值超上海的苏州因疫情封闭管理
n13714674,【内幕】连花清瘟在上海遭呛声 官媒罕见起底
n13714830,中国基因编辑婴儿主犯出狱 伦理监管堪忧
n13714800,上海封控措施仍在加码 民众忍耐到极限
n13714878,复旦教授病逝 分析：民怨到临界点 清零难维持
n13714992,上海染疫死亡人数引质疑 网民批评声浪四起
n13715146,中共极端防疫管控 广州32人被封控网吧9天
n13715132,【一线采访】律师吁上海当局尽快解除封城
n13715242,上海官员发放劣质猪肉给居民 引网民炮轰
n13715248,“上海常务副市长吴清致歉”登上热搜
n13715264,严惩不利婚育生育行为？官媒报导惹议
n13715362,网民怒贴“起来”抗争 微博百度封杀“国歌”
n13715416,长春社会“清零”近一周 市民抱怨仍没解封
n13715457,河北唐山再爆疫情 二次封城至少三天
n13715484,特斯拉上海工厂重新开工 实施闭环管理
n13715309,【十字路口】上海老人饿毙丑闻 封城多少血泪教训？
n13715494,《上海滩 菜之歌》唱出极端防疫下的民生冷暖
n13715539,飞上海也不打疫苗 《鲁冰花》女星张瑞竹曝原因
n13715626,【财商天下】备战或防制裁 封城实为压力测试？
n13715633,郑存柱：上海封城 大陆富人与草根都想移民
n13715647,中共专家吴尊友挺动态清零 引热议
n13715697,上海封城下 《一碰就炸的妈妈》一文爆红
n13715401,【一线采访】上海名企数千人感染 员工被噤声
n13715842,沪小提琴手被拒诊跳楼亡 涉事医院回应引众怒
n13715904,“上海卫健委主任邬惊雷住院”登热搜 引热议
n13715980,东航MU5735空难30天 初步调查报告出炉
n13716178,中国多地持续封城 百姓苦不堪言
n13716194,苏州防控升级 政府强征公寓做隔离点
n13716225,部分种源依赖进口 习提“保证种子安全”
n13716249,上海传内定清零期后 疫情翻转 分析：政治闹剧
n13716292,京东“自杀式物流”赴上海遇阻 人员睡马路
n13716294,港星廖骏雄罹胃癌暴瘦 一年内三度病危
n13716349,FAA前首席事故调查员谈东航空难初步报告
n13716540,吉林松原一镇突发大火 居民紧急撤离
n13716359,专家：上海疫情死亡率太低 恐只是冰山一角
n13716379,【一线采访】上海防疫新模式被指玩数字游戏
n13716688,山东青岛突发山火 火势蔓延数十小时
n13716680,上海疫情不退 许多市民收到过期伪劣食品
n13716779,江苏司机下高速遭拒 一车4500万尾鱼苗全死
n13716843,苏州疫情防控升级 居民：与封城没区别
n13716841,九轮大规模核酸检测后 江西南昌再“封城”
n13716437,【有冇搞错】中共倒台两条件 其一正在发生
n13716876,【一线采访】上海民众拒绝无休止核酸筛查
n13717001,上海基层“躺平”？市民指阳性楼栋管理混乱
n13716988,难忍上海全面封城 部分韩国留学生成功回国
n13716999,上海清零重创经济 企业做复工压力测试
n13716986,动态清零上海触礁 分析：释放党内斗争信息
n13717180,上海当局频繁核酸检测 市民反弹拒绝核检
n13717262,东航空难30天 中方初步调查报告说了什么？
n13717259,上海卫健委主任头痛入院 百姓求医无门丧命
n13717525,深圳老人打疫苗有奖 不打者限出行 网络热议
n13717339,副市长光顾之家食品爆满 上海有大妈喊要饿死了
n13717553,上海死亡病例数再上升 官方承认经济受创
n13717226,上海一德国人怒怼居委会：中共体制一团糟
n13717736,【一线采访】上海解封无期“信中共早饿死了”
n13717251,上海封控 分析：中共官场南北两派大较量
n13717703,清零封控引发物流乱象 刘鹤出手能破局？
n13717879,复旦教授斥防疫政策：啥脑子设计这么多死循环
n13717893,【一线采访】铁丝网封路 上海人：要饿死我们？
n13718170,被记者追问防疫问题 中共疾控主任高福逃跑
n13718184,上海疫情视频《四月之声》遭删 网友接力转发
n13718236,【一线采访】韩国学生：上海封城令人恐慌
n13718403,北京突发数起疫情 上海染疫人数仍在高位
n13718422,喂养数代中国人 东北黑土正面临快速流失
n13718486,一女子在青海西宁隔离酒店坠亡 引发关注
n13718495,上海居民团购运费高达一万四 引发争议
n13718559,【一线采访】南通用铁丝封货车防疫 司机被困
n13718638,上海封控 次生灾害频发 肿瘤患者绝望
n13718586,批评李强防疫政策 上海律师疑被警方带走
n13718537,清零下上海人有苦难言 愤怒网友想起李文亮
n13718926,上海居民核酸阳转阴一周 警上门要强送方舱
n13718897,中国疫情封控人祸不断 舆论连环大“翻车”
